table;index;english;translation
character_traits_flaws;58;Misfortune;Desgracia
character_traits_flaws;59;Missing;Desaparecido
character_traits_flaws;60;Move;Mover
character_traits_flaws;61;Multi;Multi
character_traits_flaws;62;Nature;Naturaleza
character_traits_flaws;63;Object;Objeto
character_traits_flaws;64;Odd;Extraño
character_traits_flaws;65;Old;Viejo
character_traits_flaws;66;Partial;Parcial
character_traits_flaws;67;Passion;Pasión
character_traits_flaws;68;Perception;Percepción
character_traits_flaws;69;Physical;Físico
character_traits_flaws;70;Poor;Pobre
character_traits_flaws;71;Possessions;Posesiones
character_traits_flaws;72;Power;Fuerza
character_traits_flaws;73;Principles;Principios
character_traits_flaws;74;Public;Público
character_traits_flaws;75;Rare;Extraño
character_traits_flaws;76;Remarkable;Notable
character_traits_flaws;77;Resistant;Resistente
character_traits_flaws;78;Resource;Recurso
character_traits_flaws;79;Rich;Rico
character_traits_flaws;80;Sense;Sentido
character_traits_flaws;81;Skill;Habilidad
character_traits_flaws;82;Small;Pequeño
character_traits_flaws;83;Social;Social
character_traits_flaws;84;Specialized;Especializado
character_traits_flaws;85;Spirit;Espíritu
character_traits_flaws;86;Strange;Extraño
character_traits_flaws;87;Strong;Fuerte
character_traits_flaws;88;Suffering;Sufrimiento
character_traits_flaws;89;Technical;Técnico
character_traits_flaws;90;Technology;Tecnología
character_traits_flaws;91;Tough;Difícil
character_traits_flaws;92;Travel;Viajar
character_traits_flaws;93;Trouble;Problema
character_traits_flaws;94;Trustworthy;Confiable
character_traits_flaws;95;Unusual;Inusual
character_traits_flaws;96;Very;Muy
character_traits_flaws;97;Weak;Débil
character_traits_flaws;98;Weapon;Arma
character_traits_flaws;99;Young;Joven
city_descriptors;name;City descriptors;Descriptores de ciudad
city_descriptors;0;Activity;Actividad
city_descriptors;1;Aggressive;Agresivo
city_descriptors;2;Aromatic;Aromático
city_descriptors;3;Average;Promedio
city_descriptors;4;Beautiful;Hermoso
city_descriptors;5;Bleak;Desolado
city_descriptors;6;Block;Bloquear
city_descriptors;7;Bridge;Puente
city_descriptors;8;Bustling;Bullicioso
city_descriptors;9;Calm;Calma
city_descriptors;10;Chaotic;Caótico
city_descriptors;11;Clean;Limpio
city_descriptors;12;Cold;Frío
city_descriptors;13;Colorful;Vistoso
city_descriptors;14;Commerce;Comercio
city_descriptors;15;Conflict;Conflicto
city_descriptors;16;Control;Control
city_descriptors;17;Crime;Delito
city_descriptors;18;Dangerous;Peligroso
city_descriptors;19;Dense;Denso
city_descriptors;20;Developed;Desarrollado
city_descriptors;21;Dirty;Sucio
city_descriptors;22;Efficient;Eficiente
city_descriptors;23;Energy;Energía
city_descriptors;24;Enormous;Enorme
city_descriptors;25;Environment;Ambiente
city_descriptors;26;Extravagant;Extravagante
city_descriptors;27;Festive;Festivo
city_descriptors;28;Flawless;Impecable
city_descriptors;29;Frightening;Alarmante
city_descriptors;30;Government;Gobierno
city_descriptors;31;Happy;Feliz
city_descriptors;32;Harsh;Duro
city_descriptors;33;Healthy;Saludable
city_descriptors;34;Helpful;Útil
city_descriptors;35;Hills;Sierras
city_descriptors;36;History;Historia
city_descriptors;37;Illness;Enfermedad
city_descriptors;38;Important;Importante
city_descriptors;39;Impressive;Impresionante
city_descriptors;40;Industry;Industria
city_descriptors;41;Interesting;Interesante
city_descriptors;42;Intrigues;intrigas
city_descriptors;43;Isolated;Aislado
city_descriptors;44;Lacking;Carente
city_descriptors;45;Lake;Lago
city_descriptors;46;Large;Grande
city_descriptors;47;Lavish;Prodigar
city_descriptors;48;Leadership;Liderazgo
city_descriptors;49;Liberty;Libertad
city_descriptors;50;Loud;Alto
city_descriptors;51;Magnificent;Magnífico
city_descriptors;52;Masses;Masas
city_descriptors;53;Meaningful;Significativo
city_descriptors;54;Mechanical;Mecánico
city_descriptors;55;Messy;Desordenado
city_descriptors;56;Mighty;Poderoso
city_descriptors;57;Military;Militar
city_descriptors;58;Miserable;Miserable
city_descriptors;59;Misfortune;Desgracia
city_descriptors;60;Modern;Moderno
city_descriptors;61;Mountain;Montaña
city_descriptors;62;Mundane;Mundano
city_descriptors;63;Mysterious;Misterioso
city_descriptors;64;Nature;Naturaleza
city_descriptors;65;Odd;Extraño
city_descriptors;66;Old;Viejo
city_descriptors;67;Oppress;Oprimir
city_descriptors;68;Opulence;Opulencia
city_descriptors;69;Peace;Paz
city_descriptors;70;Poor;Pobre
city_descriptors;71;Powerful;Poderoso
city_descriptors;72;Protected;Protegido
city_descriptors;73;Public;Público
city_descriptors;74;Quiet;Tranquilo
city_descriptors;75;Rare;Extraño
city_descriptors;76;Reassuring;tranquilizador
city_descriptors;77;Remarkable;Notable
city_descriptors;78;River;Río
city_descriptors;79;Rough;Bruto
city_descriptors;80;Ruined;Arruinado
city_descriptors;81;Rustic;Rústico
city_descriptors;82;Simple;Simple
city_descriptors;83;Small;Pequeño
city_descriptors;84;Sparse;Escaso
city_descriptors;85;Structures;Estructuras
city_descriptors;86;Struggle;Lucha
city_descriptors;87;Success;Éxito
city_descriptors;88;Suffering;Sufrimiento
city_descriptors;89;Technology;Tecnología
city_descriptors;90;Tension;Tensión
city_descriptors;91;Travel;Viajar
city_descriptors;92;Troubled;Preocupado
city_descriptors;93;Valuable;Valioso
city_descriptors;94;Warm;Cálido
city_descriptors;95;Water;Agua
city_descriptors;96;Weak;Débil
city_descriptors;97;Weather;Clima
city_descriptors;98;Wild;Salvaje
city_descriptors;99;Work;Trabajar
civilization_descriptors;name;Civilization descriptors;Descriptores de civilización
civilization_descriptors;0;Active;Activo
civilization_descriptors;1;Advanced;Avanzado
civilization_descriptors;2;Adventurous;Aventurero
civilization_descriptors;3;Aggressive;Agresivo
civilization_descriptors;4;Agricultural;Agrícola
civilization_descriptors;5;Ancient;Antiguo
civilization_descriptors;6;Angry;Enojado
civilization_descriptors;7;Anxious;Ansioso
civilization_descriptors;8;Artistic;Artístico
civilization_descriptors;9;Average;Promedio
civilization_descriptors;10;Beautiful;Hermoso
civilization_descriptors;11;Bizarre;Extraño
civilization_descriptors;12;Bleak;Desolado
civilization_descriptors;13;Bold;Atrevido
civilization_descriptors;14;Bureaucratic;Burocrático
civilization_descriptors;15;Carefree;Despreocupado
civilization_descriptors;16;Careful;Cuidadoso
civilization_descriptors;17;Careless;Descuidado
civilization_descriptors;18;Cautious;Precavido
civilization_descriptors;19;Classy;De buen tono
civilization_descriptors;20;Clean;Limpio
civilization_descriptors;21;Colorful;Vistoso
civilization_descriptors;22;Combative;Combativo
civilization_descriptors;23;Commercial;Comercial
civilization_descriptors;24;Competitive;Competitivo
civilization_descriptors;25;Constructive;Constructivo
civilization_descriptors;26;Controlling;Controlador
civilization_descriptors;27;Crazy;Loco
civilization_descriptors;28;Creative;Creativo
civilization_descriptors;29;Creepy;Espeluznante
civilization_descriptors;30;Cruel;Cruel
civilization_descriptors;31;Curious;Curioso
civilization_descriptors;32;Dangerous;Peligroso
civilization_descriptors;33;Declining;Declinante
civilization_descriptors;34;Defiant;Desafiante
civilization_descriptors;35;Delightful;Encantador
civilization_descriptors;36;Developed;Desarrollado
civilization_descriptors;37;Disagreeable;Desagradable
civilization_descriptors;38;Distrustful;Desconfiado
civilization_descriptors;39;Dominant;Dominante
civilization_descriptors;40;Dull;Aburrido
civilization_descriptors;41;Efficient;Eficiente
civilization_descriptors;42;Expanding;En expansión
civilization_descriptors;43;Failed;Fallido
civilization_descriptors;44;Famous;Famoso
civilization_descriptors;45;Fearful;Temeroso
civilization_descriptors;46;Festive;Festivo
civilization_descriptors;47;Free;Gratis
civilization_descriptors;48;Generous;Generoso
civilization_descriptors;49;Greedy;Avaro
civilization_descriptors;50;Happy;Feliz
civilization_descriptors;51;Healthy;Saludable
civilization_descriptors;52;Helpful;Útil
civilization_descriptors;53;Helpless;Indefenso
civilization_descriptors;54;Historical;Histórico
civilization_descriptors;55;Important;Importante
civilization_descriptors;56;Industrial;Industrial
civilization_descriptors;57;Influential;Influyente
civilization_descriptors;58;Intolerant;Intolerante
civilization_descriptors;59;Large;Grande
civilization_descriptors;60;Lawful;Legal
civilization_descriptors;61;Lawless;Ilegal
civilization_descriptors;62;Magnificent;Magnífico
civilization_descriptors;63;Mighty;Poderoso
civilization_descriptors;64;Militaristic;Militarista
civilization_descriptors;65;Miserable;Miserable
civilization_descriptors;66;Modern;Moderno
civilization_descriptors;67;Mundane;Mundano
civilization_descriptors;68;Mysterious;Misterioso
civilization_descriptors;69;Old;Viejo
civilization_descriptors;70;Open;Abierto
civilization_descriptors;71;Oppressive;Opresivo
civilization_descriptors;72;Peaceful;Pacífico
civilization_descriptors;73;Polite;Educado
civilization_descriptors;74;Poor;Pobre
civilization_descriptors;75;Powerful;Poderoso
civilization_descriptors;76;Primitive;Primitivo
civilization_descriptors;77;Punitive;Punitivo
civilization_descriptors;78;Quaint;Pintoresco
civilization_descriptors;79;Religious;Religioso
civilization_descriptors;80;Ruined;Arruinado
civilization_descriptors;81;Rustic;Rústico
civilization_descriptors;82;Ruthless;Implacable
civilization_descriptors;83;Scary;Aterrador
civilization_descriptors;84;Simple;Simple
civilization_descriptors;85;Small;Pequeño
civilization_descriptors;86;Strange;Extraño
civilization_descriptors;87;Strong;Fuerte
civilization_descriptors;88;Struggling;Luchando
civilization_descriptors;89;Successful;Exitoso
civilization_descriptors;90;Suffering;Sufrimiento
civilization_descriptors;91;Suppressed;suprimido
civilization_descriptors;92;Suspicious;Sospechoso
civilization_descriptors;93;Treacherous;Traicionero
civilization_descriptors;94;Warlike;Belicoso
civilization_descriptors;95;Weak;Débil
civilization_descriptors;96;Wealthy;Adinerado
civilization_descriptors;97;Welcoming;bienvenida
civilization_descriptors;98;Wild;Salvaje
civilization_descriptors;99;Young;Joven
creature_descriptors;name;Creature descriptors;Descriptores de criaturas
creature_descriptors;0;Aggressive;Agresivo
creature_descriptors;1;Agile;Ágil
creature_descriptors;2;Air;Aire
creature_descriptors;3;Alien;Extraterrestre
creature_descriptors;4;Amorphous;Amorfo
creature_descriptors;5;Animal;Animal
creature_descriptors;6;Aquatic;Acuático
creature_descriptors;7;Armored;Blindado
creature_descriptors;8;Avian;Aviar
creature_descriptors;9;Beast;Bestia
creature_descriptors;10;Beautiful;Hermoso
creature_descriptors;11;Body;Cuerpo
creature_descriptors;12;Bony;Óseo
creature_descriptors;13;Carapace;Carapacho
creature_descriptors;14;Clawed;con garras
creature_descriptors;15;Clothed;vestido
creature_descriptors;16;Cold;Frío
creature_descriptors;17;Color;Color
creature_descriptors;18;Composite;Compuesto
creature_descriptors;19;Constructed;Construido
creature_descriptors;20;Decayed;Decaido
creature_descriptors;21;Defensive;Defensivo
creature_descriptors;22;Dripping;Goteo
creature_descriptors;23;Elements;Elementos
creature_descriptors;24;Exotic;Exótico
creature_descriptors;25;Extra Limbs;Extremidades adicionales
creature_descriptors;26;Fangs;colmillos
creature_descriptors;27;Feminine;Femenino
creature_descriptors;28;Feral;Salvaje
creature_descriptors;29;Filthy;Asqueroso
creature_descriptors;30;Fire;Fuego
creature_descriptors;31;Fungal;hongos
creature_descriptors;32;Furry;Peludo
creature_descriptors;33;Gaunt;Demacrado
creature_descriptors;34;Glowing;Brillante
creature_descriptors;35;Group;Grupo
creature_descriptors;36;Growling;Gruñendo
creature_descriptors;37;Healthy;Saludable
creature_descriptors;38;Horns;Cuernos
creature_descriptors;39;Humanoid;humanoide
creature_descriptors;40;Inscribed;Inscrito
creature_descriptors;41;Insect-like;parecido a un insecto
creature_descriptors;42;Insubstantial;Insubstancial
creature_descriptors;43;Intelligent;Inteligente
creature_descriptors;44;Intimidating;intimidante
creature_descriptors;45;Large;Grande
creature_descriptors;46;Levitating;Levitando
creature_descriptors;47;Limited;Limitado
creature_descriptors;48;Liquid;Líquido
creature_descriptors;49;Loud;Alto
creature_descriptors;50;Mammalian;Mamífero
creature_descriptors;51;Mandibles;Mandíbulas
creature_descriptors;52;Masculine;Masculino
creature_descriptors;53;Mechanical;Mecánico
creature_descriptors;54;Metallic;Metálico
creature_descriptors;55;Movement;Movimiento
creature_descriptors;56;Multiple;Múltiple
creature_descriptors;57;Mutant;mutante
creature_descriptors;58;Natural;Natural
creature_descriptors;59;Nature;Naturaleza
creature_descriptors;60;Nightmarish;De pesadilla
creature_descriptors;61;Object;Objeto
creature_descriptors;62;Odorous;Oloroso
creature_descriptors;63;Passive;Pasivo
creature_descriptors;64;Plant;Planta
creature_descriptors;65;Reptilian;Reptil
creature_descriptors;66;Robotic;robótico
creature_descriptors;67;Rooted;Arraigado
creature_descriptors;68;Rough;Bruto
creature_descriptors;69;Shape;Forma
creature_descriptors;70;Shifting;Cambiando
creature_descriptors;71;Silent;Silencioso
creature_descriptors;72;Simple;Simple
creature_descriptors;73;Slender;Esbelto
creature_descriptors;74;Small;Pequeño
creature_descriptors;75;Solitary;Solitario
creature_descriptors;76;Spider-like;Como una araña
creature_descriptors;77;Spiked;Claveteado
creature_descriptors;78;Steaming;Cocer al vapor
creature_descriptors;79;Sticky;Pegajoso
creature_descriptors;80;Stinger;Aguijón
creature_descriptors;81;Strange;Extraño
creature_descriptors;82;Strong;Fuerte
creature_descriptors;83;Supernatural;Sobrenatural
creature_descriptors;84;Tail;Cola
creature_descriptors;85;Tentacled;tentáculos
creature_descriptors;86;Tongue;Lengua
creature_descriptors;87;Toothy;con dientes
creature_descriptors;88;Transparent;Transparente
creature_descriptors;89;Tree-like;Como un árbol
creature_descriptors;90;Twisted;Retorcido
creature_descriptors;91;Undead;no-muertos
creature_descriptors;92;Unnatural;Antinatural
creature_descriptors;93;Verbal;Verbal
creature_descriptors;94;Warm;Cálido
creature_descriptors;95;Weak;Débil
creature_descriptors;96;Weapon;Arma
creature_descriptors;97;Wings;Alas
creature_descriptors;98;Wooden;De madera
creature_descriptors;99;Wormish;gusano
cryptic_message;name;Cryptic message;mensaje críptico
cryptic_message;0;Abandoned;Abandonado
cryptic_message;1;Activity;Actividad
cryptic_message;2;Adventure;Aventura
cryptic_message;3;Adversity;Adversidad
cryptic_message;4;Advice;Consejo
cryptic_message;5;Allies;Aliados
cryptic_message;6;Anger;Enojo
cryptic_message;7;Bestow;Otorgar
cryptic_message;8;Betray;Traicionar
cryptic_message;9;Bizarre;Extraño
cryptic_message;10;Bleak;Desolado
cryptic_message;11;Business;Negocio
cryptic_message;12;Care;Cuidado
cryptic_message;13;Colorful;Vistoso
cryptic_message;14;Communicate;Comunicar
cryptic_message;15;Conflict;Conflicto
cryptic_message;16;Creepy;Espeluznante
cryptic_message;17;Damaged;Dañado
cryptic_message;18;Danger;Peligro
cryptic_message;19;Death;Muerte
cryptic_message;20;Deceive;Engañar
cryptic_message;21;Defiant;Desafiante
cryptic_message;22;Dispute;Disputar
cryptic_message;23;Divide;Dividir
cryptic_message;24;Emotions;Emociones
cryptic_message;25;Enemies;Enemigos
cryptic_message;26;Environment;Ambiente
cryptic_message;27;Evil;Demonio
cryptic_message;28;Expose;Exponer
cryptic_message;29;Failure;Falla
cryptic_message;30;Fame;Fama
cryptic_message;31;Fear;Miedo
cryptic_message;32;Fight;Luchar
cryptic_message;33;Frantic;Frenético
cryptic_message;34;Free;Gratis
cryptic_message;35;Friendship;Amistad
cryptic_message;36;Goals;Objetivos
cryptic_message;37;Good;Bien
cryptic_message;38;Guide;Guía
cryptic_message;39;Harm;Dañar
cryptic_message;40;Help;Ayuda
cryptic_message;41;Helpful;Útil
cryptic_message;42;Hidden;Oculto
cryptic_message;43;Hope;Esperanza
cryptic_message;44;Horrible;Horrible
cryptic_message;45;Important;Importante
cryptic_message;46;Information;Información
cryptic_message;47;Innocent;Inocente
cryptic_message;48;Instruction;Instrucción
cryptic_message;49;Intrigues;intrigas
cryptic_message;50;Language;Idioma
cryptic_message;51;Leadership;Liderazgo
cryptic_message;52;Legal;Legal
cryptic_message;53;Legend;Leyenda
cryptic_message;54;Liberty;Libertad
cryptic_message;55;Lies;Mentiras
cryptic_message;56;Lost;Perdido
cryptic_message;57;Love;Amar
cryptic_message;58;Malice;Malicia
cryptic_message;59;Messy;Desordenado
cryptic_message;60;Misfortune;Desgracia
cryptic_message;61;Mistrust;Desconfianza
cryptic_message;62;Move;Mover
cryptic_message;63;Mundane;Mundano
cryptic_message;64;Mysterious;Misterioso
cryptic_message;65;Neglect;Descuido
cryptic_message;66;Normal;Normal
cryptic_message;67;Obscured;oscurecido
cryptic_message;68;Official;Oficial
cryptic_message;69;Old;Viejo
cryptic_message;70;Oppose;Oponerse a
cryptic_message;71;Partial;Parcial
cryptic_message;72;Passion;Pasión
cryptic_message;73;Plans;Planes
cryptic_message;74;Possessions;Posesiones
cryptic_message;75;Power;Fuerza
cryptic_message;76;Propose;Proponer
cryptic_message;77;Punish;Castigar
cryptic_message;78;Pursue;Buscar
cryptic_message;79;Rare;Extraño
cryptic_message;80;Reassuring;tranquilizador
cryptic_message;81;Recipient;Recipiente
cryptic_message;82;Reveal;Revelar
cryptic_message;83;Riches;Riqueza
cryptic_message;84;Riddle;Enigma
cryptic_message;85;Rumor;Rumor
cryptic_message;86;Secret;Secreto
cryptic_message;87;Start;Comenzar
cryptic_message;88;Stop;Detener
cryptic_message;89;Strange;Extraño
cryptic_message;90;Struggle;Lucha
cryptic_message;91;Success;Éxito
cryptic_message;92;Tension;Tensión
cryptic_message;93;Threaten;Amenazar
cryptic_message;94;Truce;Tregua
cryptic_message;95;Trust;Confianza
cryptic_message;96;Unknown;Desconocido
cryptic_message;97;Vengeance;Venganza
cryptic_message;98;Violence;Violencia
cryptic_message;99;Warning;Advertencia
curses;name;Curses;Maldiciones
curses;0;Abandon;Abandonar
curses;1;Age;Edad
curses;2;Attract;Atraer
curses;3;Bad;Malo
curses;4;Beauty;Belleza
curses;5;Betray;Traicionar
curses;6;Bizarre;Extraño
curses;7;Block;Bloquear
curses;8;Body;Cuerpo
curses;9;Break;Romper
curses;10;Burden;Carga
curses;11;Business;Negocio
curses;12;Change;Cambiar
curses;13;Compel;Obligar
curses;14;Condemn;Condenar
curses;15;Conflict;Conflicto
curses;16;Create;Crear
curses;17;Creepy;Espeluznante
curses;18;Cruel;Cruel
curses;19;Danger;Peligro
curses;20;Death;Muerte
curses;21;Decrease;Disminuir
curses;22;Delay;Demora
curses;23;Disrupt;Interrumpir
curses;24;Divide;Dividir
curses;25;Dominate;Dominar
curses;26;Dreams;Sueños
curses;27;Elements;Elementos
curses;28;Emotions;Emociones
curses;29;Enemies;Enemigos
curses;30;Energy;Energía
curses;31;Environment;Ambiente
curses;32;Evil;Demonio
curses;33;Failure;Falla
curses;34;Fame;Fama
curses;35;Family;Familia
curses;36;Fate;Destino
curses;37;Fear;Miedo
curses;38;Feeble;Débil
curses;39;Fight;Luchar
curses;40;Friends;Amigos
curses;41;Frightening;Alarmante
curses;42;Goals;Objetivos
curses;43;Good;Bien
curses;44;Gratify;Satisfacer
curses;45;Guide;Guía
curses;46;Happiness;Felicidad
curses;47;Harm;Dañar
curses;48;Health;Salud
curses;49;Helpless;Indefenso
curses;50;Home;Hogar
curses;51;Illness;Enfermedad
curses;52;Illusions;ilusiones
curses;53;Imprison;Encarcelar
curses;54;Incapacity;Incapacidad
curses;55;Information;Información
curses;56;Intellect;Intelecto
curses;57;Ironic;Irónico
curses;58;Jealously;Celosamente
curses;59;Joy;Alegría
curses;60;Legal;Legal
curses;61;Lethal;Letal
curses;62;Liberty;Libertad
curses;63;Limit;Límite
curses;64;Lonely;Solitario
curses;65;Love;Amar
curses;66;Luck;Suerte
curses;67;Malice;Malicia
curses;68;Meaningful;Significativo
curses;69;Miserable;Miserable
curses;70;Misfortune;Desgracia
curses;71;Mistrust;Desconfianza
curses;72;Mock;Imitar
curses;73;Move;Mover
curses;74;Mundane;Mundano
curses;75;Mysterious;Misterioso
curses;76;Nature;Naturaleza
curses;77;Neglect;Descuido
curses;78;Old;Viejo
curses;79;Oppress;Oprimir
curses;80;Pain;Dolor
curses;81;Passion;Pasión
curses;82;Peace;Paz
curses;83;Permanent;Permanente
curses;84;Possessions;Posesiones
curses;85;Punish;Castigar
curses;86;Pursue;Buscar
curses;87;Riches;Riqueza
curses;88;Ruin;Ruina
curses;89;Senses;Sentidos
curses;90;Separate;Separado
curses;91;Start;Comenzar
curses;92;Stop;Detener
curses;93;Strange;Extraño
curses;94;Struggle;Lucha
curses;95;Success;Éxito
curses;96;Temporary;Temporario
curses;97;Vengeance;Venganza
curses;98;Violence;Violencia
curses;99;Weapon;Arma
descriptions;name;Descriptions;Descripciones
descriptions;0;Adventurously;Aventureramente
descriptions;1;Aggressively;Agresivamente
descriptions;2;Anxiously;Ansiosamente
descriptions;3;Awkwardly;Embarazosamente
descriptions;4;Beautifully;Hermosamente
descriptions;5;Bleakly;Desoladamente
descriptions;6;Boldly;Valientemente
descriptions;7;Bravely;Valientemente
descriptions;8;Busily;Afanosamente
descriptions;9;Calmly;Tranquilamente
descriptions;10;Carefully;Con cuidado
descriptions;11;Carelessly;Descuidadamente
descriptions;12;Cautiously;Cautelosamente
descriptions;13;Ceaselessly;Sin cesar
descriptions;14;Cheerfully;alegremente
descriptions;15;Combatively;combativamente
descriptions;16;Coolly;fríamente
descriptions;17;Crazily;locamente
descriptions;18;Curiously;Curiosamente
descriptions;19;Dangerously;Peligrosamente
descriptions;20;Defiantly;desafiantemente
descriptions;21;Deliberately;Deliberadamente
descriptions;22;Delicately;Delicadamente
descriptions;23;Delightfully;Deliciosamente
descriptions;24;Dimly;débilmente
descriptions;25;Efficiently;Eficientemente
descriptions;26;Emotionally;Emocionalmente
descriptions;27;Energetically;Enérgicamente
descriptions;28;Enormously;Enormemente
descriptions;29;Enthusiastically;Con entusiasmo
descriptions;30;Excitedly;Emocionado
descriptions;31;Fearfully;Con miedo
descriptions;32;Ferociously;Ferozmente
descriptions;33;Fiercely;Ferozmente
descriptions;34;Foolishly;Neciamente
descriptions;35;Fortunately;Afortunadamente
descriptions;36;Frantically;Frenéticamente
descriptions;37;Freely;Libremente
descriptions;38;Frighteningly;Pavorosamente
descriptions;39;Fully;Completamente
descriptions;40;Generously;Generosamente
descriptions;41;Gently;Suavemente
descriptions;42;Gladly;Con alegría
descriptions;43;Gracefully;Graciosamente
descriptions;44;Gratefully;Con agradecimiento
descriptions;45;Happily;Felizmente
descriptions;46;Hastily;Precipitadamente
descriptions;47;Healthily;Saludablemente
descriptions;48;Helpfully;Útilmente
descriptions;49;Helplessly;Impotente
descriptions;50;Hopelessly;Sin esperanza
descriptions;51;Innocently;inocentemente
descriptions;52;Intensely;intensamente
descriptions;53;Interestingly;Curiosamente
descriptions;54;Irritatingly;irritantemente
descriptions;55;Joyfully;Alegremente
descriptions;56;Kindly;Amable
descriptions;57;Lazily;Perezosamente
descriptions;58;Lightly;Ligeramente
descriptions;59;Loosely;Flojamente
descriptions;60;Loudly;Fuerte
descriptions;61;Lovingly;Cariñosamente
descriptions;62;Loyally;Lealmente
descriptions;63;Majestically;Majestuosamente
descriptions;64;Meaningfully;Significativamente
descriptions;65;Mechanically;Mecánicamente
descriptions;66;Mildly;Levemente
descriptions;67;Miserably;Tristemente
descriptions;68;Mockingly;burlonamente
descriptions;69;Mysteriously;Misteriosamente
descriptions;70;Naturally;Naturalmente
descriptions;71;Neatly;Pulcramente
descriptions;72;Nicely;Bien
descriptions;73;Oddly;Extrañamente
descriptions;74;Offensively;Ofensivamente
descriptions;75;Officially;Oficialmente
descriptions;76;Partially;Parcialmente
descriptions;77;Passively;Pasivamente
descriptions;78;Peacefully;Pacíficamente
descriptions;79;Perfectly;Perfectamente
descriptions;80;Playfully;En broma
descriptions;81;Politely;Cortésmente
descriptions;82;Positively;Afirmativamente
descriptions;83;Powerfully;Poderosamente
descriptions;84;Quaintly;curiosamente
descriptions;85;Quarrelsomely;pendencieramente
descriptions;86;Quietly;En silencio
descriptions;87;Roughly;Apenas
descriptions;88;Rudely;Groseramente
descriptions;89;Ruthlessly;Sin piedad
descriptions;90;Slowly;Despacio
descriptions;91;Softly;Suavemente
descriptions;92;Strangely;Extrañamente
descriptions;93;Swiftly;Rápidamente
descriptions;94;Threateningly;amenazadoramente
descriptions;95;Timidly;Encogidamente
descriptions;96;Very;Muy
descriptions;97;Violently;Violentamente
descriptions;98;Wildly;Salvajemente
descriptions;99;Yieldingly;cediendo
descriptions.entries2;0;Abnormal;Anormal
descriptions.entries2;1;Amusing;Divertido
descriptions.entries2;2;Artificial;Artificial
descriptions.entries2;3;Average;Promedio
descriptions.entries2;4;Beautiful;Hermoso
descriptions.entries2;5;Bizarre;Extraño
descriptions.entries2;6;Boring;Aburrido
descriptions.entries2;7;Bright;Brillante
descriptions.entries2;8;Broken;Roto
descriptions.entries2;9;Clean;Limpio
descriptions.entries2;10;Cold;Frío
descriptions.entries2;11;Colorful;Vistoso
descriptions.entries2;12;Colorless;Incoloro
descriptions.entries2;13;Comforting;Consolador
descriptions.entries2;14;Creepy;Espeluznante
descriptions.entries2;15;Cute;Lindo
descriptions.entries2;16;Damaged;Dañado
descriptions.entries2;17;Dark;Oscuro
descriptions.entries2;18;Defeated;Derrotado
descriptions.entries2;19;Dirty;Sucio
descriptions.entries2;20;Disagreeable;Desagradable
descriptions.entries2;21;Dry;Seco
descriptions.entries2;22;Dull;Aburrido
descriptions.entries2;23;Empty;Vacío
descriptions.entries2;24;Enormous;Enorme
descriptions.entries2;25;Extraordinary;Extraordinario
descriptions.entries2;26;Extravagant;Extravagante
descriptions.entries2;27;Faded;Desteñido
descriptions.entries2;28;Familiar;Familiar
descriptions.entries2;29;Fancy;Elegante
descriptions.entries2;30;Feeble;Débil
descriptions.entries2;31;Festive;Festivo
descriptions.entries2;32;Flawless;Impecable
descriptions.entries2;33;Forlorn;Abandonado
descriptions.entries2;34;Fragile;Frágil
descriptions.entries2;35;Fragrant;Fragante
descriptions.entries2;36;Fresh;Fresco
descriptions.entries2;37;Full;Lleno
descriptions.entries2;38;Glorious;Glorioso
descriptions.entries2;39;Graceful;Agraciado
descriptions.entries2;40;Hard;Duro
descriptions.entries2;41;Harsh;Duro
descriptions.entries2;42;Healthy;Saludable
descriptions.entries2;43;Heavy;Pesado
descriptions.entries2;44;Historical;Histórico
descriptions.entries2;45;Horrible;Horrible
descriptions.entries2;46;Important;Importante
descriptions.entries2;47;Interesting;Interesante
descriptions.entries2;48;Juvenile;Juvenil
descriptions.entries2;49;Lacking;Carente
descriptions.entries2;50;Large;Grande
descriptions.entries2;51;Lavish;Prodigar
descriptions.entries2;52;Lean;Inclinarse
descriptions.entries2;53;Less;Menos
descriptions.entries2;54;Lethal;Letal
descriptions.entries2;55;Lively;Dinámico
descriptions.entries2;56;Lonely;Solitario
descriptions.entries2;57;Lovely;Hermoso
descriptions.entries2;58;Magnificent;Magnífico
descriptions.entries2;59;Mature;Maduro
descriptions.entries2;60;Messy;Desordenado
descriptions.entries2;61;Mighty;Poderoso
descriptions.entries2;62;Military;Militar
descriptions.entries2;63;Modern;Moderno
descriptions.entries2;64;Mundane;Mundano
descriptions.entries2;65;Mysterious;Misterioso
descriptions.entries2;66;Natural;Natural
descriptions.entries2;67;Normal;Normal
descriptions.entries2;68;Odd;Extraño
descriptions.entries2;69;Old;Viejo
descriptions.entries2;70;Pale;Pálido
descriptions.entries2;71;Peaceful;Pacífico
descriptions.entries2;72;Petite;Chiquita
descriptions.entries2;73;Plain;Plano
descriptions.entries2;74;Poor;Pobre
descriptions.entries2;75;Powerful;Poderoso
descriptions.entries2;76;Protective;Protector
descriptions.entries2;77;Quaint;Pintoresco
descriptions.entries2;78;Rare;Extraño
descriptions.entries2;79;Reassuring;tranquilizador
descriptions.entries2;80;Remarkable;Notable
descriptions.entries2;81;Rotten;Podrido
descriptions.entries2;82;Rough;Bruto
descriptions.entries2;83;Ruined;Arruinado
